a15m310 Wilson3 pz1 0.151fm zmax7
config z nu=p.z RpITD
241 1 3.92699082e-01 1.54235727e-01
242 1 3.92699082e-01 1.54365967e-01
243 1 3.92699082e-01 1.54389548e-01
244 1 3.92699082e-01 1.52858254e-01
245 1 3.92699082e-01 1.52644821e-01
246 1 3.92699082e-01 1.52990010e-01
247 1 3.92699082e-01 1.54470234e-01
248 1 3.92699082e-01 1.53290012e-01
249 1 3.92699082e-01 1.53803078e-01
250 1 3.92699082e-01 1.54379554e-01
251 1 3.92699082e-01 1.53860062e-01
252 1 3.92699082e-01 1.54146904e-01
253 1 3.92699082e-01 1.54016892e-01
254 1 3.92699082e-01 1.54860904e-01
255 1 3.92699082e-01 1.53274678e-01
256 1 3.92699082e-01 1.54199995e-01
257 1 3.92699082e-01 1.54116059e-01
258 1 3.92699082e-01 1.53219853e-01
259 1 3.92699082e-01 1.53610852e-01
260 1 3.92699082e-01 1.53398729e-01
261 1 3.92699082e-01 1.54348605e-01
262 1 3.92699082e-01 1.54130672e-01
263 1 3.92699082e-01 1.52855795e-01
264 1 3.92699082e-01 1.53038019e-01
265 1 3.92699082e-01 1.54825585e-01
266 1 3.92699082e-01 1.53230456e-01
267 1 3.92699082e-01 1.54029374e-01
268 1 3.92699082e-01 1.51834601e-01
269 1 3.92699082e-01 1.54498328e-01
270 1 3.92699082e-01 1.53700545e-01
271 1 3.92699082e-01 1.55746699e-01
272 1 3.92699082e-01 1.53618818e-01
273 1 3.92699082e-01 1.53871021e-01
274 1 3.92699082e-01 1.52848887e-01
275 1 3.92699082e-01 1.54481725e-01
276 1 3.92699082e-01 1.53567728e-01
277 1 3.92699082e-01 1.53648599e-01
278 1 3.92699082e-01 1.54482828e-01
279 1 3.92699082e-01 1.53628868e-01
280 1 3.92699082e-01 1.52750810e-01
281 1 3.92699082e-01 1.53497180e-01
282 1 3.92699082e-01 1.53844972e-01
283 1 3.92699082e-01 1.54009066e-01
284 1 3.92699082e-01 1.52835599e-01
285 1 3.92699082e-01 1.53534610e-01
286 1 3.92699082e-01 1.51970540e-01
287 1 3.92699082e-01 1.53103776e-01
288 1 3.92699082e-01 1.54728859e-01
289 1 3.92699082e-01 1.54424531e-01
290 1 3.92699082e-01 1.53586066e-01
291 1 3.92699082e-01 1.52456722e-01
292 1 3.92699082e-01 1.54590586e-01
293 1 3.92699082e-01 1.55719210e-01
294 1 3.92699082e-01 1.54146982e-01
295 1 3.92699082e-01 1.53809846e-01
296 1 3.92699082e-01 1.54491747e-01
297 1 3.92699082e-01 1.54142597e-01
298 1 3.92699082e-01 1.53150388e-01
299 1 3.92699082e-01 1.52465947e-01
300 1 3.92699082e-01 1.54732784e-01
301 1 3.92699082e-01 1.54310313e-01
302 1 3.92699082e-01 1.53539086e-01
303 1 3.92699082e-01 1.52742075e-01
304 1 3.92699082e-01 1.54992251e-01
305 1 3.92699082e-01 1.53596229e-01
306 1 3.92699082e-01 1.52929529e-01
307 1 3.92699082e-01 1.53398003e-01
308 1 3.92699082e-01 1.53831989e-01
309 1 3.92699082e-01 1.54234593e-01
310 1 3.92699082e-01 1.52514122e-01
311 1 3.92699082e-01 1.53262771e-01
312 1 3.92699082e-01 1.54239416e-01
313 1 3.92699082e-01 1.53333743e-01
314 1 3.92699082e-01 1.55007302e-01
315 1 3.92699082e-01 1.52265007e-01
316 1 3.92699082e-01 1.52851717e-01
317 1 3.92699082e-01 1.53584744e-01
318 1 3.92699082e-01 1.52697116e-01
319 1 3.92699082e-01 1.54032277e-01
320 1 3.92699082e-01 1.52186757e-01
321 1 3.92699082e-01 1.53377495e-01
322 1 3.92699082e-01 1.54381786e-01
323 1 3.92699082e-01 1.53222523e-01
324 1 3.92699082e-01 1.53848905e-01
325 1 3.92699082e-01 1.54425136e-01
326 1 3.92699082e-01 1.53813293e-01
327 1 3.92699082e-01 1.54473910e-01
328 1 3.92699082e-01 1.53566615e-01
329 1 3.92699082e-01 1.54523384e-01
330 1 3.92699082e-01 1.53947360e-01
331 1 3.92699082e-01 1.54728930e-01
332 1 3.92699082e-01 1.54835072e-01
333 1 3.92699082e-01 1.51623715e-01
334 1 3.92699082e-01 1.52250992e-01
335 1 3.92699082e-01 1.54744488e-01
336 1 3.92699082e-01 1.53623172e-01
337 1 3.92699082e-01 1.54256678e-01
338 1 3.92699082e-01 1.53058898e-01
339 1 3.92699082e-01 1.53777677e-01
340 1 3.92699082e-01 1.52900403e-01
341 1 3.92699082e-01 1.53962399e-01
342 1 3.92699082e-01 1.53970682e-01
343 1 3.92699082e-01 1.53312235e-01
344 1 3.92699082e-01 1.53095255e-01
345 1 3.92699082e-01 1.52921181e-01
346 1 3.92699082e-01 1.53551378e-01
347 1 3.92699082e-01 1.53374230e-01
348 1 3.92699082e-01 1.53338288e-01
349 1 3.92699082e-01 1.55062162e-01
350 1 3.92699082e-01 1.53363655e-01
351 1 3.92699082e-01 1.52712053e-01
352 1 3.92699082e-01 1.53886468e-01
353 1 3.92699082e-01 1.53653979e-01
354 1 3.92699082e-01 1.54293697e-01
355 1 3.92699082e-01 1.53183755e-01
356 1 3.92699082e-01 1.53524936e-01
357 1 3.92699082e-01 1.54886370e-01
358 1 3.92699082e-01 1.53821387e-01
359 1 3.92699082e-01 1.53831197e-01
360 1 3.92699082e-01 1.52895549e-01
361 1 3.92699082e-01 1.53360451e-01
362 1 3.92699082e-01 1.52529209e-01
363 1 3.92699082e-01 1.53763939e-01
364 1 3.92699082e-01 1.53193991e-01
365 1 3.92699082e-01 1.52909139e-01
366 1 3.92699082e-01 1.54241706e-01
367 1 3.92699082e-01 1.53782428e-01
368 1 3.92699082e-01 1.52904177e-01
369 1 3.92699082e-01 1.52555147e-01
370 1 3.92699082e-01 1.53474646e-01
371 1 3.92699082e-01 1.54169641e-01
372 1 3.92699082e-01 1.54323975e-01
373 1 3.92699082e-01 1.53053777e-01
374 1 3.92699082e-01 1.52621422e-01
375 1 3.92699082e-01 1.52904884e-01
376 1 3.92699082e-01 1.53022964e-01
377 1 3.92699082e-01 1.54030477e-01
378 1 3.92699082e-01 1.54115783e-01
379 1 3.92699082e-01 1.53556414e-01
380 1 3.92699082e-01 1.53455632e-01
381 1 3.92699082e-01 1.52671958e-01
382 1 3.92699082e-01 1.54106300e-01
383 1 3.92699082e-01 1.54555748e-01
384 1 3.92699082e-01 1.53876872e-01
385 1 3.92699082e-01 1.52812327e-01
386 1 3.92699082e-01 1.53534865e-01
387 1 3.92699082e-01 1.53072105e-01
388 1 3.92699082e-01 1.54153980e-01
389 1 3.92699082e-01 1.54344982e-01
390 1 3.92699082e-01 1.55028518e-01
391 1 3.92699082e-01 1.53042157e-01
392 1 3.92699082e-01 1.54025492e-01
393 1 3.92699082e-01 1.54044845e-01
394 1 3.92699082e-01 1.53821082e-01
395 1 3.92699082e-01 1.53330986e-01
396 1 3.92699082e-01 1.51786886e-01
397 1 3.92699082e-01 1.53531661e-01
398 1 3.92699082e-01 1.54097495e-01
399 1 3.92699082e-01 1.53341603e-01
400 1 3.92699082e-01 1.53431447e-01
401 1 3.92699082e-01 1.51838722e-01
402 1 3.92699082e-01 1.54513849e-01
403 1 3.92699082e-01 1.54901818e-01
404 1 3.92699082e-01 1.52807819e-01
405 1 3.92699082e-01 1.53330317e-01
406 1 3.92699082e-01 1.54310602e-01
407 1 3.92699082e-01 1.55629735e-01
408 1 3.92699082e-01 1.54391972e-01
409 1 3.92699082e-01 1.53551984e-01
410 1 3.92699082e-01 1.53897095e-01
411 1 3.92699082e-01 1.55350949e-01
412 1 3.92699082e-01 1.54267948e-01
413 1 3.92699082e-01 1.53670718e-01
414 1 3.92699082e-01 1.53871885e-01
415 1 3.92699082e-01 1.54194838e-01
416 1 3.92699082e-01 1.54274395e-01
417 1 3.92699082e-01 1.53159908e-01
418 1 3.92699082e-01 1.54189376e-01
419 1 3.92699082e-01 1.53419508e-01
420 1 3.92699082e-01 1.53450193e-01
421 1 3.92699082e-01 1.53301576e-01
422 1 3.92699082e-01 1.54874500e-01
423 1 3.92699082e-01 1.54133998e-01
424 1 3.92699082e-01 1.52191190e-01
425 1 3.92699082e-01 1.54458820e-01
426 1 3.92699082e-01 1.54152031e-01
427 1 3.92699082e-01 1.52125705e-01
428 1 3.92699082e-01 1.53394575e-01
429 1 3.92699082e-01 1.54040569e-01
430 1 3.92699082e-01 1.53644785e-01
431 1 3.92699082e-01 1.53686516e-01
432 1 3.92699082e-01 1.53493091e-01
433 1 3.92699082e-01 1.53820529e-01
434 1 3.92699082e-01 1.52984062e-01
435 1 3.92699082e-01 1.53235768e-01
436 1 3.92699082e-01 1.52739683e-01
437 1 3.92699082e-01 1.53539707e-01
438 1 3.92699082e-01 1.53508093e-01
439 1 3.92699082e-01 1.53936432e-01
440 1 3.92699082e-01 1.53617067e-01
441 1 3.92699082e-01 1.53283692e-01
442 1 3.92699082e-01 1.53806299e-01
443 1 3.92699082e-01 1.53192580e-01
444 1 3.92699082e-01 1.53889267e-01
445 1 3.92699082e-01 1.53677186e-01
446 1 3.92699082e-01 1.53103871e-01
447 1 3.92699082e-01 1.55213932e-01
448 1 3.92699082e-01 1.53976981e-01
449 1 3.92699082e-01 1.54038466e-01
450 1 3.92699082e-01 1.54334578e-01
451 1 3.92699082e-01 1.53913093e-01
452 1 3.92699082e-01 1.54076084e-01
453 1 3.92699082e-01 1.52605161e-01
454 1 3.92699082e-01 1.53287495e-01
455 1 3.92699082e-01 1.53624638e-01
456 1 3.92699082e-01 1.53524958e-01
457 1 3.92699082e-01 1.53994292e-01
458 1 3.92699082e-01 1.55073690e-01
459 1 3.92699082e-01 1.53560614e-01
460 1 3.92699082e-01 1.54301650e-01
461 1 3.92699082e-01 1.53332605e-01
462 1 3.92699082e-01 1.53427308e-01
463 1 3.92699082e-01 1.52817041e-01
464 1 3.92699082e-01 1.54061282e-01
465 1 3.92699082e-01 1.53216284e-01
466 1 3.92699082e-01 1.52858922e-01
467 1 3.92699082e-01 1.53744793e-01
468 1 3.92699082e-01 1.53496862e-01
469 1 3.92699082e-01 1.54030212e-01
470 1 3.92699082e-01 1.54215800e-01
471 1 3.92699082e-01 1.53512265e-01
472 1 3.92699082e-01 1.54565907e-01
473 1 3.92699082e-01 1.56207834e-01
474 1 3.92699082e-01 1.54081493e-01
475 1 3.92699082e-01 1.54386685e-01
476 1 3.92699082e-01 1.54203431e-01
477 1 3.92699082e-01 1.54780754e-01
478 1 3.92699082e-01 1.54344929e-01
479 1 3.92699082e-01 1.54097504e-01
480 1 3.92699082e-01 1.54467287e-01
481 1 3.92699082e-01 1.53701567e-01
482 1 3.92699082e-01 1.53104857e-01
483 1 3.92699082e-01 1.55005112e-01
484 1 3.92699082e-01 1.53242684e-01
485 1 3.92699082e-01 1.53984064e-01
486 1 3.92699082e-01 1.53877807e-01
487 1 3.92699082e-01 1.53309094e-01
488 1 3.92699082e-01 1.53669578e-01
489 1 3.92699082e-01 1.53506905e-01
490 1 3.92699082e-01 1.54126481e-01
491 1 3.92699082e-01 1.53311568e-01
492 1 3.92699082e-01 1.55537159e-01
493 1 3.92699082e-01 1.54065032e-01
494 1 3.92699082e-01 1.53806507e-01
495 1 3.92699082e-01 1.53082099e-01
496 1 3.92699082e-01 1.53490948e-01
497 1 3.92699082e-01 1.52550464e-01
498 1 3.92699082e-01 1.54476996e-01
499 1 3.92699082e-01 1.54476663e-01
500 1 3.92699082e-01 1.52250239e-01
501 1 3.92699082e-01 1.53575249e-01
502 1 3.92699082e-01 1.54018182e-01
503 1 3.92699082e-01 1.54087069e-01
504 1 3.92699082e-01 1.54253919e-01
505 1 3.92699082e-01 1.54072912e-01
506 1 3.92699082e-01 1.53992520e-01
507 1 3.92699082e-01 1.52107281e-01
508 1 3.92699082e-01 1.53480610e-01
509 1 3.92699082e-01 1.53787861e-01
510 1 3.92699082e-01 1.53019292e-01
511 1 3.92699082e-01 1.54090657e-01
512 1 3.92699082e-01 1.54277923e-01
513 1 3.92699082e-01 1.52504250e-01
514 1 3.92699082e-01 1.54459221e-01
515 1 3.92699082e-01 1.55266724e-01
516 1 3.92699082e-01 1.53634766e-01
517 1 3.92699082e-01 1.53943314e-01
518 1 3.92699082e-01 1.53821644e-01
519 1 3.92699082e-01 1.53367757e-01
520 1 3.92699082e-01 1.53633437e-01
521 1 3.92699082e-01 1.54788310e-01
522 1 3.92699082e-01 1.55005191e-01
523 1 3.92699082e-01 1.53385027e-01
524 1 3.92699082e-01 1.54475082e-01
525 1 3.92699082e-01 1.54464124e-01
526 1 3.92699082e-01 1.53488089e-01
527 1 3.92699082e-01 1.54836867e-01
528 1 3.92699082e-01 1.53763651e-01
529 1 3.92699082e-01 1.53945713e-01
530 1 3.92699082e-01 1.54552649e-01
531 1 3.92699082e-01 1.52724933e-01
532 1 3.92699082e-01 1.52731827e-01
533 1 3.92699082e-01 1.53489766e-01
534 1 3.92699082e-01 1.53523270e-01
535 1 3.92699082e-01 1.52952849e-01
536 1 3.92699082e-01 1.53675030e-01
537 1 3.92699082e-01 1.53417194e-01
538 1 3.92699082e-01 1.53386421e-01
539 1 3.92699082e-01 1.53061199e-01
540 1 3.92699082e-01 1.53105116e-01
541 1 3.92699082e-01 1.54114979e-01
542 1 3.92699082e-01 1.54766845e-01
543 1 3.92699082e-01 1.53811288e-01
544 1 3.92699082e-01 1.53899819e-01
545 1 3.92699082e-01 1.54224207e-01
546 1 3.92699082e-01 1.54481585e-01
547 1 3.92699082e-01 1.52220412e-01
548 1 3.92699082e-01 1.53673938e-01
549 1 3.92699082e-01 1.53420047e-01
550 1 3.92699082e-01 1.54594494e-01
551 1 3.92699082e-01 1.55065241e-01
552 1 3.92699082e-01 1.54312139e-01
553 1 3.92699082e-01 1.54522714e-01
554 1 3.92699082e-01 1.53399671e-01
555 1 3.92699082e-01 1.52938722e-01
556 1 3.92699082e-01 1.54841710e-01
557 1 3.92699082e-01 1.54005444e-01
558 1 3.92699082e-01 1.54959877e-01
559 1 3.92699082e-01 1.52400707e-01
560 1 3.92699082e-01 1.52285347e-01
561 1 3.92699082e-01 1.53070574e-01
562 1 3.92699082e-01 1.52779240e-01
563 1 3.92699082e-01 1.52776064e-01
564 1 3.92699082e-01 1.53783316e-01
565 1 3.92699082e-01 1.54212306e-01
566 1 3.92699082e-01 1.54355204e-01
567 1 3.92699082e-01 1.54864627e-01
568 1 3.92699082e-01 1.54241811e-01
569 1 3.92699082e-01 1.53898848e-01
570 1 3.92699082e-01 1.53725714e-01
571 1 3.92699082e-01 1.54573608e-01
572 1 3.92699082e-01 1.54213415e-01
573 1 3.92699082e-01 1.53409556e-01
574 1 3.92699082e-01 1.53388592e-01
575 1 3.92699082e-01 1.53829100e-01
576 1 3.92699082e-01 1.53705443e-01
577 1 3.92699082e-01 1.53496930e-01
578 1 3.92699082e-01 1.54023088e-01
579 1 3.92699082e-01 1.55231150e-01
580 1 3.92699082e-01 1.54486879e-01
581 1 3.92699082e-01 1.54740513e-01
582 1 3.92699082e-01 1.54766044e-01
583 1 3.92699082e-01 1.53306271e-01
584 1 3.92699082e-01 1.53703379e-01
585 1 3.92699082e-01 1.52352495e-01
586 1 3.92699082e-01 1.52930859e-01
587 1 3.92699082e-01 1.53226352e-01
588 1 3.92699082e-01 1.53246041e-01
589 1 3.92699082e-01 1.52581273e-01
590 1 3.92699082e-01 1.54399748e-01
591 1 3.92699082e-01 1.54757985e-01
592 1 3.92699082e-01 1.55037014e-01
593 1 3.92699082e-01 1.53825157e-01
594 1 3.92699082e-01 1.53700504e-01
595 1 3.92699082e-01 1.53866286e-01
596 1 3.92699082e-01 1.53752527e-01
597 1 3.92699082e-01 1.53206325e-01
598 1 3.92699082e-01 1.52857484e-01
599 1 3.92699082e-01 1.54181912e-01
600 1 3.92699082e-01 1.54150466e-01
601 1 3.92699082e-01 1.53536890e-01
602 1 3.92699082e-01 1.54115320e-01
603 1 3.92699082e-01 1.53624112e-01
604 1 3.92699082e-01 1.54255322e-01
605 1 3.92699082e-01 1.53406830e-01
606 1 3.92699082e-01 1.54379391e-01
607 1 3.92699082e-01 1.53507519e-01
608 1 3.92699082e-01 1.54333860e-01
609 1 3.92699082e-01 1.54293654e-01
610 1 3.92699082e-01 1.55568275e-01
611 1 3.92699082e-01 1.53354489e-01
612 1 3.92699082e-01 1.53696543e-01
613 1 3.92699082e-01 1.53018307e-01
614 1 3.92699082e-01 1.54433653e-01
615 1 3.92699082e-01 1.52727641e-01
616 1 3.92699082e-01 1.54352952e-01
617 1 3.92699082e-01 1.54388526e-01
618 1 3.92699082e-01 1.54244539e-01
619 1 3.92699082e-01 1.54193806e-01
620 1 3.92699082e-01 1.54225166e-01
621 1 3.92699082e-01 1.54104884e-01
622 1 3.92699082e-01 1.53825693e-01
623 1 3.92699082e-01 1.53556216e-01
624 1 3.92699082e-01 1.53695799e-01
625 1 3.92699082e-01 1.53364835e-01
626 1 3.92699082e-01 1.53987394e-01
627 1 3.92699082e-01 1.53493293e-01
628 1 3.92699082e-01 1.54740717e-01
629 1 3.92699082e-01 1.52339966e-01
630 1 3.92699082e-01 1.53521797e-01
631 1 3.92699082e-01 1.54987591e-01
