a15m310 Wilson3 pz4 0.151fm zmax5
config z nu=p.z RpITD
448 1 1.57079633e+00 1.45315077e-02
449 1 1.57079633e+00 1.45595088e-02
450 1 1.57079633e+00 1.44336046e-02
451 1 1.57079633e+00 1.42498142e-02
452 1 1.57079633e+00 1.42774496e-02
453 1 1.57079633e+00 1.45665835e-02
454 1 1.57079633e+00 1.41265554e-02
455 1 1.57079633e+00 1.41037295e-02
456 1 1.57079633e+00 1.42972238e-02
457 1 1.57079633e+00 1.42130984e-02
458 1 1.57079633e+00 1.45129535e-02
459 1 1.57079633e+00 1.40336981e-02
460 1 1.57079633e+00 1.42117201e-02
461 1 1.57079633e+00 1.45981195e-02
462 1 1.57079633e+00 1.40094369e-02
463 1 1.57079633e+00 1.45105786e-02
464 1 1.57079633e+00 1.42851201e-02
465 1 1.57079633e+00 1.45158157e-02
466 1 1.57079633e+00 1.41817760e-02
467 1 1.57079633e+00 1.41299072e-02
468 1 1.57079633e+00 1.43989988e-02
469 1 1.57079633e+00 1.39688483e-02
470 1 1.57079633e+00 1.40019151e-02
471 1 1.57079633e+00 1.37608368e-02
472 1 1.57079633e+00 1.44074530e-02
473 1 1.57079633e+00 1.42124540e-02
474 1 1.57079633e+00 1.42623114e-02
475 1 1.57079633e+00 1.47373997e-02
476 1 1.57079633e+00 1.45194673e-02
477 1 1.57079633e+00 1.43853667e-02
478 1 1.57079633e+00 1.45499334e-02
479 1 1.57079633e+00 1.42881770e-02
480 1 1.57079633e+00 1.42973137e-02
481 1 1.57079633e+00 1.38060053e-02
482 1 1.57079633e+00 1.42131663e-02
483 1 1.57079633e+00 1.45117233e-02
484 1 1.57079633e+00 1.39690977e-02
485 1 1.57079633e+00 1.38475986e-02
486 1 1.57079633e+00 1.41933002e-02
487 1 1.57079633e+00 1.40076219e-02
488 1 1.57079633e+00 1.39430511e-02
489 1 1.57079633e+00 1.43363088e-02
490 1 1.57079633e+00 1.47043442e-02
491 1 1.57079633e+00 1.41769500e-02
492 1 1.57079633e+00 1.40332165e-02
493 1 1.57079633e+00 1.42149523e-02
494 1 1.57079633e+00 1.41364487e-02
495 1 1.57079633e+00 1.42396159e-02
496 1 1.57079633e+00 1.41216483e-02
497 1 1.57079633e+00 1.41645923e-02
498 1 1.57079633e+00 1.40445598e-02
499 1 1.57079633e+00 1.45557078e-02
500 1 1.57079633e+00 1.38134795e-02
501 1 1.57079633e+00 1.45616879e-02
502 1 1.57079633e+00 1.44813344e-02
503 1 1.57079633e+00 1.45923615e-02
504 1 1.57079633e+00 1.41901466e-02
505 1 1.57079633e+00 1.42935910e-02
506 1 1.57079633e+00 1.43428990e-02
507 1 1.57079633e+00 1.43005439e-02
508 1 1.57079633e+00 1.41234003e-02
509 1 1.57079633e+00 1.36161069e-02
510 1 1.57079633e+00 1.42400600e-02
511 1 1.57079633e+00 1.42065615e-02
512 1 1.57079633e+00 1.44311685e-02
513 1 1.57079633e+00 1.40373082e-02
514 1 1.57079633e+00 1.42241343e-02
515 1 1.57079633e+00 1.45001768e-02
516 1 1.57079633e+00 1.40985601e-02
517 1 1.57079633e+00 1.40241352e-02
518 1 1.57079633e+00 1.47098686e-02
519 1 1.57079633e+00 1.48578532e-02
520 1 1.57079633e+00 1.44256041e-02
521 1 1.57079633e+00 1.36837153e-02
522 1 1.57079633e+00 1.38995106e-02
523 1 1.57079633e+00 1.41956991e-02
524 1 1.57079633e+00 1.41855635e-02
525 1 1.57079633e+00 1.42779906e-02
526 1 1.57079633e+00 1.48305446e-02
527 1 1.57079633e+00 1.43687755e-02
528 1 1.57079633e+00 1.44387493e-02
529 1 1.57079633e+00 1.43332449e-02
530 1 1.57079633e+00 1.42943568e-02
531 1 1.57079633e+00 1.41065083e-02
532 1 1.57079633e+00 1.35046863e-02
533 1 1.57079633e+00 1.42826268e-02
534 1 1.57079633e+00 1.43595559e-02
535 1 1.57079633e+00 1.39533181e-02
536 1 1.57079633e+00 1.40973150e-02
537 1 1.57079633e+00 1.41632450e-02
538 1 1.57079633e+00 1.39693641e-02
539 1 1.57079633e+00 1.36666463e-02
540 1 1.57079633e+00 1.38071783e-02
541 1 1.57079633e+00 1.45781001e-02
542 1 1.57079633e+00 1.47390817e-02
543 1 1.57079633e+00 1.42294136e-02
544 1 1.57079633e+00 1.38545656e-02
545 1 1.57079633e+00 1.41187827e-02
546 1 1.57079633e+00 1.43355320e-02
547 1 1.57079633e+00 1.41460373e-02
548 1 1.57079633e+00 1.38307072e-02
549 1 1.57079633e+00 1.44115435e-02
550 1 1.57079633e+00 1.45548963e-02
551 1 1.57079633e+00 1.47527143e-02
552 1 1.57079633e+00 1.39040411e-02
553 1 1.57079633e+00 1.46016468e-02
554 1 1.57079633e+00 1.41792288e-02
555 1 1.57079633e+00 1.37257150e-02
556 1 1.57079633e+00 1.40830633e-02
557 1 1.57079633e+00 1.45845833e-02
558 1 1.57079633e+00 1.40587274e-02
559 1 1.57079633e+00 1.44771633e-02
560 1 1.57079633e+00 1.40942757e-02
561 1 1.57079633e+00 1.41502698e-02
562 1 1.57079633e+00 1.42110279e-02
563 1 1.57079633e+00 1.41475302e-02
564 1 1.57079633e+00 1.41528962e-02
565 1 1.57079633e+00 1.43109943e-02
566 1 1.57079633e+00 1.46733327e-02
567 1 1.57079633e+00 1.44471033e-02
568 1 1.57079633e+00 1.44801855e-02
569 1 1.57079633e+00 1.47553964e-02
570 1 1.57079633e+00 1.41220206e-02
571 1 1.57079633e+00 1.41132958e-02
572 1 1.57079633e+00 1.44345520e-02
573 1 1.57079633e+00 1.43016817e-02
574 1 1.57079633e+00 1.45125620e-02
575 1 1.57079633e+00 1.41654308e-02
576 1 1.57079633e+00 1.42056655e-02
577 1 1.57079633e+00 1.40182273e-02
578 1 1.57079633e+00 1.43463279e-02
579 1 1.57079633e+00 1.43872515e-02
580 1 1.57079633e+00 1.45455995e-02
581 1 1.57079633e+00 1.44698615e-02
582 1 1.57079633e+00 1.44051047e-02
583 1 1.57079633e+00 1.44710927e-02
584 1 1.57079633e+00 1.39466900e-02
585 1 1.57079633e+00 1.43910840e-02
586 1 1.57079633e+00 1.42865962e-02
587 1 1.57079633e+00 1.40496534e-02
588 1 1.57079633e+00 1.41795332e-02
589 1 1.57079633e+00 1.44033119e-02
590 1 1.57079633e+00 1.40280982e-02
591 1 1.57079633e+00 1.46459631e-02
592 1 1.57079633e+00 1.44339634e-02
593 1 1.57079633e+00 1.44144509e-02
594 1 1.57079633e+00 1.44520120e-02
595 1 1.57079633e+00 1.37139404e-02
596 1 1.57079633e+00 1.40664355e-02
597 1 1.57079633e+00 1.41696380e-02
598 1 1.57079633e+00 1.41668588e-02
599 1 1.57079633e+00 1.45146925e-02
600 1 1.57079633e+00 1.42240818e-02
601 1 1.57079633e+00 1.41458339e-02
602 1 1.57079633e+00 1.42744352e-02
603 1 1.57079633e+00 1.38897357e-02
604 1 1.57079633e+00 1.41654535e-02
605 1 1.57079633e+00 1.39291034e-02
606 1 1.57079633e+00 1.45893861e-02
607 1 1.57079633e+00 1.40576820e-02
608 1 1.57079633e+00 1.47404299e-02
609 1 1.57079633e+00 1.39000233e-02
610 1 1.57079633e+00 1.40140940e-02
611 1 1.57079633e+00 1.44140676e-02
612 1 1.57079633e+00 1.42265761e-02
613 1 1.57079633e+00 1.44133980e-02
614 1 1.57079633e+00 1.44424122e-02
615 1 1.57079633e+00 1.41621483e-02
616 1 1.57079633e+00 1.47140628e-02
617 1 1.57079633e+00 1.38188656e-02
618 1 1.57079633e+00 1.44575743e-02
619 1 1.57079633e+00 1.43775094e-02
620 1 1.57079633e+00 1.45240322e-02
621 1 1.57079633e+00 1.43984252e-02
622 1 1.57079633e+00 1.40033039e-02
623 1 1.57079633e+00 1.45755083e-02
624 1 1.57079633e+00 1.41150002e-02
625 1 1.57079633e+00 1.42256061e-02
626 1 1.57079633e+00 1.41702177e-02
627 1 1.57079633e+00 1.39748992e-02
628 1 1.57079633e+00 1.41313360e-02
629 1 1.57079633e+00 1.43020424e-02
630 1 1.57079633e+00 1.44242910e-02
631 1 1.57079633e+00 1.39715680e-02
