a15m310 Wilson3 pz2 0.151fm zmax6
config z nu=p.z RpITD
128 1 7.85398163e-01 6.69908391e-02
129 1 7.85398163e-01 6.56460464e-02
130 1 7.85398163e-01 6.66271999e-02
131 1 7.85398163e-01 6.68772178e-02
132 1 7.85398163e-01 6.63835993e-02
133 1 7.85398163e-01 6.70192392e-02
134 1 7.85398163e-01 6.72913094e-02
135 1 7.85398163e-01 6.69611696e-02
136 1 7.85398163e-01 6.61541657e-02
137 1 7.85398163e-01 6.65805889e-02
138 1 7.85398163e-01 6.68346773e-02
139 1 7.85398163e-01 6.64809422e-02
140 1 7.85398163e-01 6.66632864e-02
141 1 7.85398163e-01 6.63458517e-02
142 1 7.85398163e-01 6.62976586e-02
143 1 7.85398163e-01 6.67351815e-02
144 1 7.85398163e-01 6.64689168e-02
145 1 7.85398163e-01 6.75358867e-02
146 1 7.85398163e-01 6.63803761e-02
147 1 7.85398163e-01 6.66119753e-02
148 1 7.85398163e-01 6.69435900e-02
149 1 7.85398163e-01 6.73927570e-02
150 1 7.85398163e-01 6.63130132e-02
151 1 7.85398163e-01 6.61907733e-02
152 1 7.85398163e-01 6.63226084e-02
153 1 7.85398163e-01 6.65510895e-02
154 1 7.85398163e-01 6.70989717e-02
155 1 7.85398163e-01 6.70638126e-02
156 1 7.85398163e-01 6.73277863e-02
157 1 7.85398163e-01 6.61459648e-02
158 1 7.85398163e-01 6.74655398e-02
159 1 7.85398163e-01 6.67712556e-02
160 1 7.85398163e-01 6.66441068e-02
161 1 7.85398163e-01 6.61858059e-02
162 1 7.85398163e-01 6.63707968e-02
163 1 7.85398163e-01 6.72685370e-02
164 1 7.85398163e-01 6.66030663e-02
165 1 7.85398163e-01 6.65786391e-02
166 1 7.85398163e-01 6.71706194e-02
167 1 7.85398163e-01 6.72949666e-02
168 1 7.85398163e-01 6.69333832e-02
169 1 7.85398163e-01 6.68809059e-02
170 1 7.85398163e-01 6.69983042e-02
171 1 7.85398163e-01 6.66421482e-02
172 1 7.85398163e-01 6.73289168e-02
173 1 7.85398163e-01 6.70015741e-02
174 1 7.85398163e-01 6.74825594e-02
175 1 7.85398163e-01 6.75502078e-02
176 1 7.85398163e-01 6.71004428e-02
177 1 7.85398163e-01 6.65766410e-02
178 1 7.85398163e-01 6.64692193e-02
179 1 7.85398163e-01 6.67600281e-02
180 1 7.85398163e-01 6.66206876e-02
181 1 7.85398163e-01 6.69173365e-02
182 1 7.85398163e-01 6.63936972e-02
183 1 7.85398163e-01 6.70045589e-02
184 1 7.85398163e-01 6.66549719e-02
185 1 7.85398163e-01 6.63262002e-02
186 1 7.85398163e-01 6.65819576e-02
187 1 7.85398163e-01 6.70126530e-02
188 1 7.85398163e-01 6.65589486e-02
189 1 7.85398163e-01 6.69053828e-02
190 1 7.85398163e-01 6.67098629e-02
191 1 7.85398163e-01 6.74538435e-02
192 1 7.85398163e-01 6.67598077e-02
193 1 7.85398163e-01 6.70293381e-02
194 1 7.85398163e-01 6.63771535e-02
195 1 7.85398163e-01 6.70861994e-02
196 1 7.85398163e-01 6.66394462e-02
197 1 7.85398163e-01 6.70141374e-02
198 1 7.85398163e-01 6.62282573e-02
199 1 7.85398163e-01 6.65700190e-02
200 1 7.85398163e-01 6.63963574e-02
201 1 7.85398163e-01 6.66186444e-02
202 1 7.85398163e-01 6.62824372e-02
203 1 7.85398163e-01 6.67544459e-02
204 1 7.85398163e-01 6.63647813e-02
205 1 7.85398163e-01 6.71133316e-02
206 1 7.85398163e-01 6.67686286e-02
207 1 7.85398163e-01 6.69397679e-02
208 1 7.85398163e-01 6.69060927e-02
209 1 7.85398163e-01 6.70486915e-02
210 1 7.85398163e-01 6.60722695e-02
211 1 7.85398163e-01 6.65172262e-02
212 1 7.85398163e-01 6.58938643e-02
213 1 7.85398163e-01 6.60510953e-02
214 1 7.85398163e-01 6.64703317e-02
215 1 7.85398163e-01 6.70325463e-02
216 1 7.85398163e-01 6.67785143e-02
217 1 7.85398163e-01 6.82115013e-02
218 1 7.85398163e-01 6.74203175e-02
219 1 7.85398163e-01 6.70467040e-02
220 1 7.85398163e-01 6.72337267e-02
221 1 7.85398163e-01 6.69100874e-02
222 1 7.85398163e-01 6.65037709e-02
223 1 7.85398163e-01 6.69020712e-02
224 1 7.85398163e-01 6.63658354e-02
225 1 7.85398163e-01 6.68235748e-02
226 1 7.85398163e-01 6.65446096e-02
227 1 7.85398163e-01 6.67261388e-02
228 1 7.85398163e-01 6.69880991e-02
229 1 7.85398163e-01 6.67171690e-02
230 1 7.85398163e-01 6.66223795e-02
231 1 7.85398163e-01 6.67857751e-02
232 1 7.85398163e-01 6.68841479e-02
233 1 7.85398163e-01 6.62157499e-02
234 1 7.85398163e-01 6.70999654e-02
235 1 7.85398163e-01 6.67328289e-02
236 1 7.85398163e-01 6.63824968e-02
237 1 7.85398163e-01 6.74873686e-02
238 1 7.85398163e-01 6.68901166e-02
239 1 7.85398163e-01 6.70226411e-02
240 1 7.85398163e-01 6.74980980e-02
241 1 7.85398163e-01 6.67132669e-02
242 1 7.85398163e-01 6.69043801e-02
243 1 7.85398163e-01 6.67410739e-02
244 1 7.85398163e-01 6.59098858e-02
245 1 7.85398163e-01 6.59418715e-02
246 1 7.85398163e-01 6.66587257e-02
247 1 7.85398163e-01 6.70378874e-02
248 1 7.85398163e-01 6.64277768e-02
249 1 7.85398163e-01 6.68263088e-02
250 1 7.85398163e-01 6.69939666e-02
251 1 7.85398163e-01 6.64353081e-02
252 1 7.85398163e-01 6.67667846e-02
253 1 7.85398163e-01 6.69185070e-02
254 1 7.85398163e-01 6.69158968e-02
255 1 7.85398163e-01 6.63375759e-02
256 1 7.85398163e-01 6.66095776e-02
257 1 7.85398163e-01 6.73408006e-02
258 1 7.85398163e-01 6.63611269e-02
259 1 7.85398163e-01 6.62070771e-02
260 1 7.85398163e-01 6.65532236e-02
261 1 7.85398163e-01 6.67879459e-02
262 1 7.85398163e-01 6.64506628e-02
263 1 7.85398163e-01 6.57173190e-02
264 1 7.85398163e-01 6.64134591e-02
265 1 7.85398163e-01 6.70051618e-02
266 1 7.85398163e-01 6.62888940e-02
267 1 7.85398163e-01 6.69935109e-02
268 1 7.85398163e-01 6.60495041e-02
269 1 7.85398163e-01 6.69237294e-02
270 1 7.85398163e-01 6.68915002e-02
271 1 7.85398163e-01 6.75948862e-02
272 1 7.85398163e-01 6.66814609e-02
273 1 7.85398163e-01 6.65544850e-02
274 1 7.85398163e-01 6.63220392e-02
275 1 7.85398163e-01 6.68759372e-02
276 1 7.85398163e-01 6.67676455e-02
277 1 7.85398163e-01 6.64594131e-02
278 1 7.85398163e-01 6.72722975e-02
279 1 7.85398163e-01 6.69017545e-02
280 1 7.85398163e-01 6.61349463e-02
281 1 7.85398163e-01 6.68206988e-02
282 1 7.85398163e-01 6.68894188e-02
283 1 7.85398163e-01 6.69686056e-02
284 1 7.85398163e-01 6.60918583e-02
285 1 7.85398163e-01 6.61334711e-02
286 1 7.85398163e-01 6.59764385e-02
287 1 7.85398163e-01 6.63014648e-02
288 1 7.85398163e-01 6.70638228e-02
289 1 7.85398163e-01 6.70789792e-02
290 1 7.85398163e-01 6.67437047e-02
291 1 7.85398163e-01 6.63945126e-02
292 1 7.85398163e-01 6.69637431e-02
293 1 7.85398163e-01 6.73773317e-02
294 1 7.85398163e-01 6.69731342e-02
295 1 7.85398163e-01 6.70068213e-02
296 1 7.85398163e-01 6.71085185e-02
297 1 7.85398163e-01 6.68787955e-02
298 1 7.85398163e-01 6.66357387e-02
299 1 7.85398163e-01 6.61647399e-02
300 1 7.85398163e-01 6.70737764e-02
301 1 7.85398163e-01 6.67087060e-02
302 1 7.85398163e-01 6.63791325e-02
303 1 7.85398163e-01 6.61313579e-02
304 1 7.85398163e-01 6.71273082e-02
305 1 7.85398163e-01 6.69197509e-02
306 1 7.85398163e-01 6.60187071e-02
307 1 7.85398163e-01 6.66577077e-02
308 1 7.85398163e-01 6.67830403e-02
309 1 7.85398163e-01 6.70465139e-02
310 1 7.85398163e-01 6.63971490e-02
311 1 7.85398163e-01 6.59367947e-02
312 1 7.85398163e-01 6.72215230e-02
313 1 7.85398163e-01 6.63962132e-02
314 1 7.85398163e-01 6.66408314e-02
315 1 7.85398163e-01 6.62047041e-02
316 1 7.85398163e-01 6.61342130e-02
317 1 7.85398163e-01 6.62463781e-02
318 1 7.85398163e-01 6.63682615e-02
319 1 7.85398163e-01 6.68353074e-02
320 1 7.85398163e-01 6.66792646e-02
321 1 7.85398163e-01 6.67574326e-02
322 1 7.85398163e-01 6.69198879e-02
323 1 7.85398163e-01 6.65187282e-02
324 1 7.85398163e-01 6.68342069e-02
325 1 7.85398163e-01 6.72373040e-02
326 1 7.85398163e-01 6.66406944e-02
327 1 7.85398163e-01 6.71247056e-02
328 1 7.85398163e-01 6.66249311e-02
329 1 7.85398163e-01 6.66859932e-02
330 1 7.85398163e-01 6.64045403e-02
331 1 7.85398163e-01 6.70722493e-02
332 1 7.85398163e-01 6.71798885e-02
333 1 7.85398163e-01 6.62506573e-02
334 1 7.85398163e-01 6.61944592e-02
335 1 7.85398163e-01 6.72655325e-02
336 1 7.85398163e-01 6.63233523e-02
337 1 7.85398163e-01 6.67713506e-02
338 1 7.85398163e-01 6.64271094e-02
339 1 7.85398163e-01 6.63876437e-02
340 1 7.85398163e-01 6.61458474e-02
341 1 7.85398163e-01 6.64801017e-02
342 1 7.85398163e-01 6.61869096e-02
343 1 7.85398163e-01 6.64200943e-02
344 1 7.85398163e-01 6.61600615e-02
345 1 7.85398163e-01 6.66622965e-02
346 1 7.85398163e-01 6.61808210e-02
347 1 7.85398163e-01 6.62666633e-02
348 1 7.85398163e-01 6.67720515e-02
349 1 7.85398163e-01 6.73212452e-02
350 1 7.85398163e-01 6.67101877e-02
351 1 7.85398163e-01 6.64920231e-02
352 1 7.85398163e-01 6.67819406e-02
353 1 7.85398163e-01 6.66292026e-02
354 1 7.85398163e-01 6.69672709e-02
355 1 7.85398163e-01 6.66958069e-02
356 1 7.85398163e-01 6.70197449e-02
357 1 7.85398163e-01 6.71725011e-02
358 1 7.85398163e-01 6.63479755e-02
359 1 7.85398163e-01 6.67637889e-02
360 1 7.85398163e-01 6.65891418e-02
361 1 7.85398163e-01 6.67336137e-02
362 1 7.85398163e-01 6.65001233e-02
363 1 7.85398163e-01 6.72282283e-02
364 1 7.85398163e-01 6.67974288e-02
365 1 7.85398163e-01 6.61719876e-02
366 1 7.85398163e-01 6.67623864e-02
367 1 7.85398163e-01 6.68720219e-02
368 1 7.85398163e-01 6.61075436e-02
369 1 7.85398163e-01 6.66646134e-02
370 1 7.85398163e-01 6.70091651e-02
371 1 7.85398163e-01 6.61882388e-02
372 1 7.85398163e-01 6.71812827e-02
373 1 7.85398163e-01 6.60593999e-02
374 1 7.85398163e-01 6.61229818e-02
375 1 7.85398163e-01 6.63484273e-02
376 1 7.85398163e-01 6.61841438e-02
377 1 7.85398163e-01 6.69730574e-02
378 1 7.85398163e-01 6.70684428e-02
379 1 7.85398163e-01 6.67662304e-02
380 1 7.85398163e-01 6.68264630e-02
381 1 7.85398163e-01 6.60009213e-02
382 1 7.85398163e-01 6.62555248e-02
383 1 7.85398163e-01 6.69351287e-02
384 1 7.85398163e-01 6.70913072e-02
385 1 7.85398163e-01 6.64456312e-02
386 1 7.85398163e-01 6.63772577e-02
387 1 7.85398163e-01 6.64971802e-02
388 1 7.85398163e-01 6.67600626e-02
389 1 7.85398163e-01 6.65183882e-02
390 1 7.85398163e-01 6.74041382e-02
391 1 7.85398163e-01 6.65900536e-02
392 1 7.85398163e-01 6.64279605e-02
393 1 7.85398163e-01 6.68733410e-02
394 1 7.85398163e-01 6.66704715e-02
395 1 7.85398163e-01 6.67710380e-02
396 1 7.85398163e-01 6.54965601e-02
397 1 7.85398163e-01 6.68046778e-02
398 1 7.85398163e-01 6.65259575e-02
399 1 7.85398163e-01 6.65458827e-02
400 1 7.85398163e-01 6.64573609e-02
401 1 7.85398163e-01 6.59396093e-02
402 1 7.85398163e-01 6.68508946e-02
403 1 7.85398163e-01 6.74996426e-02
404 1 7.85398163e-01 6.62623538e-02
405 1 7.85398163e-01 6.63306156e-02
406 1 7.85398163e-01 6.71212377e-02
407 1 7.85398163e-01 6.70915121e-02
408 1 7.85398163e-01 6.65925538e-02
409 1 7.85398163e-01 6.63425613e-02
410 1 7.85398163e-01 6.69497468e-02
411 1 7.85398163e-01 6.72890703e-02
412 1 7.85398163e-01 6.66448944e-02
413 1 7.85398163e-01 6.66467462e-02
414 1 7.85398163e-01 6.66334652e-02
415 1 7.85398163e-01 6.69099496e-02
416 1 7.85398163e-01 6.71041670e-02
417 1 7.85398163e-01 6.55546080e-02
418 1 7.85398163e-01 6.61404819e-02
419 1 7.85398163e-01 6.65087579e-02
420 1 7.85398163e-01 6.67376352e-02
421 1 7.85398163e-01 6.67703991e-02
422 1 7.85398163e-01 6.73291865e-02
423 1 7.85398163e-01 6.67423083e-02
424 1 7.85398163e-01 6.60897097e-02
425 1 7.85398163e-01 6.69787805e-02
426 1 7.85398163e-01 6.67966460e-02
427 1 7.85398163e-01 6.58500145e-02
428 1 7.85398163e-01 6.65754951e-02
429 1 7.85398163e-01 6.72165946e-02
430 1 7.85398163e-01 6.72891316e-02
431 1 7.85398163e-01 6.64007932e-02
432 1 7.85398163e-01 6.64021597e-02
433 1 7.85398163e-01 6.60396051e-02
434 1 7.85398163e-01 6.66041242e-02
435 1 7.85398163e-01 6.66596508e-02
436 1 7.85398163e-01 6.62765026e-02
437 1 7.85398163e-01 6.62813183e-02
438 1 7.85398163e-01 6.66838969e-02
439 1 7.85398163e-01 6.68766296e-02
440 1 7.85398163e-01 6.62531001e-02
441 1 7.85398163e-01 6.67380264e-02
442 1 7.85398163e-01 6.64711183e-02
443 1 7.85398163e-01 6.63074735e-02
444 1 7.85398163e-01 6.68568114e-02
445 1 7.85398163e-01 6.67583862e-02
446 1 7.85398163e-01 6.68497509e-02
447 1 7.85398163e-01 6.68654534e-02
448 1 7.85398163e-01 6.68154547e-02
449 1 7.85398163e-01 6.73544301e-02
450 1 7.85398163e-01 6.70311568e-02
451 1 7.85398163e-01 6.69571147e-02
452 1 7.85398163e-01 6.68794238e-02
453 1 7.85398163e-01 6.66442463e-02
454 1 7.85398163e-01 6.67142197e-02
455 1 7.85398163e-01 6.66677651e-02
456 1 7.85398163e-01 6.67974552e-02
457 1 7.85398163e-01 6.70026007e-02
458 1 7.85398163e-01 6.71898773e-02
459 1 7.85398163e-01 6.67539327e-02
460 1 7.85398163e-01 6.68464369e-02
461 1 7.85398163e-01 6.68342214e-02
462 1 7.85398163e-01 6.71125955e-02
463 1 7.85398163e-01 6.67607856e-02
464 1 7.85398163e-01 6.66463883e-02
465 1 7.85398163e-01 6.67840146e-02
466 1 7.85398163e-01 6.67978168e-02
467 1 7.85398163e-01 6.66098017e-02
468 1 7.85398163e-01 6.61212958e-02
469 1 7.85398163e-01 6.65911596e-02
470 1 7.85398163e-01 6.68205122e-02
471 1 7.85398163e-01 6.63719599e-02
472 1 7.85398163e-01 6.69097826e-02
473 1 7.85398163e-01 6.72589659e-02
474 1 7.85398163e-01 6.66921368e-02
475 1 7.85398163e-01 6.70815731e-02
476 1 7.85398163e-01 6.71179815e-02
477 1 7.85398163e-01 6.74516726e-02
478 1 7.85398163e-01 6.74297975e-02
479 1 7.85398163e-01 6.71400777e-02
480 1 7.85398163e-01 6.70699862e-02
481 1 7.85398163e-01 6.65655212e-02
482 1 7.85398163e-01 6.63769260e-02
483 1 7.85398163e-01 6.71740815e-02
484 1 7.85398163e-01 6.62011375e-02
485 1 7.85398163e-01 6.65671516e-02
486 1 7.85398163e-01 6.66510415e-02
487 1 7.85398163e-01 6.68932714e-02
488 1 7.85398163e-01 6.65542068e-02
489 1 7.85398163e-01 6.67140275e-02
490 1 7.85398163e-01 6.69008228e-02
491 1 7.85398163e-01 6.63705136e-02
492 1 7.85398163e-01 6.74862448e-02
493 1 7.85398163e-01 6.67595562e-02
494 1 7.85398163e-01 6.68214299e-02
495 1 7.85398163e-01 6.61956143e-02
496 1 7.85398163e-01 6.64584706e-02
497 1 7.85398163e-01 6.60025301e-02
498 1 7.85398163e-01 6.68330321e-02
499 1 7.85398163e-01 6.73903418e-02
500 1 7.85398163e-01 6.62356261e-02
501 1 7.85398163e-01 6.65978316e-02
502 1 7.85398163e-01 6.66328851e-02
503 1 7.85398163e-01 6.72346979e-02
504 1 7.85398163e-01 6.69827366e-02
505 1 7.85398163e-01 6.65633769e-02
506 1 7.85398163e-01 6.69102597e-02
507 1 7.85398163e-01 6.60821275e-02
508 1 7.85398163e-01 6.66861871e-02
509 1 7.85398163e-01 6.61960051e-02
510 1 7.85398163e-01 6.65019806e-02
511 1 7.85398163e-01 6.73582340e-02
512 1 7.85398163e-01 6.71458783e-02
513 1 7.85398163e-01 6.64146363e-02
514 1 7.85398163e-01 6.69848537e-02
515 1 7.85398163e-01 6.72214420e-02
516 1 7.85398163e-01 6.65069580e-02
517 1 7.85398163e-01 6.69645400e-02
518 1 7.85398163e-01 6.68578228e-02
519 1 7.85398163e-01 6.68981223e-02
520 1 7.85398163e-01 6.69064371e-02
521 1 7.85398163e-01 6.66873130e-02
522 1 7.85398163e-01 6.66069650e-02
523 1 7.85398163e-01 6.64493923e-02
524 1 7.85398163e-01 6.66942067e-02
525 1 7.85398163e-01 6.72458535e-02
526 1 7.85398163e-01 6.65976349e-02
527 1 7.85398163e-01 6.69458476e-02
528 1 7.85398163e-01 6.67703806e-02
529 1 7.85398163e-01 6.72502151e-02
530 1 7.85398163e-01 6.72233523e-02
531 1 7.85398163e-01 6.59356686e-02
532 1 7.85398163e-01 6.61534473e-02
533 1 7.85398163e-01 6.64545670e-02
534 1 7.85398163e-01 6.66393369e-02
535 1 7.85398163e-01 6.63968027e-02
536 1 7.85398163e-01 6.66397927e-02
537 1 7.85398163e-01 6.67377701e-02
538 1 7.85398163e-01 6.64787031e-02
539 1 7.85398163e-01 6.62883890e-02
540 1 7.85398163e-01 6.66033047e-02
541 1 7.85398163e-01 6.68296783e-02
542 1 7.85398163e-01 6.72964818e-02
543 1 7.85398163e-01 6.68252920e-02
544 1 7.85398163e-01 6.64588598e-02
545 1 7.85398163e-01 6.68861045e-02
546 1 7.85398163e-01 6.70383745e-02
547 1 7.85398163e-01 6.60713560e-02
548 1 7.85398163e-01 6.64779706e-02
549 1 7.85398163e-01 6.70039803e-02
550 1 7.85398163e-01 6.70319901e-02
551 1 7.85398163e-01 6.74100555e-02
552 1 7.85398163e-01 6.66747149e-02
553 1 7.85398163e-01 6.73937096e-02
554 1 7.85398163e-01 6.67244729e-02
555 1 7.85398163e-01 6.61016348e-02
556 1 7.85398163e-01 6.72793462e-02
557 1 7.85398163e-01 6.66366281e-02
558 1 7.85398163e-01 6.70820301e-02
559 1 7.85398163e-01 6.65606169e-02
560 1 7.85398163e-01 6.63162616e-02
561 1 7.85398163e-01 6.63564284e-02
562 1 7.85398163e-01 6.63060636e-02
563 1 7.85398163e-01 6.61406700e-02
564 1 7.85398163e-01 6.70190992e-02
565 1 7.85398163e-01 6.71433419e-02
566 1 7.85398163e-01 6.72599491e-02
567 1 7.85398163e-01 6.72887183e-02
568 1 7.85398163e-01 6.74930650e-02
569 1 7.85398163e-01 6.70309847e-02
570 1 7.85398163e-01 6.70712637e-02
571 1 7.85398163e-01 6.72003437e-02
572 1 7.85398163e-01 6.67379746e-02
573 1 7.85398163e-01 6.65989878e-02
574 1 7.85398163e-01 6.65857776e-02
575 1 7.85398163e-01 6.64567674e-02
576 1 7.85398163e-01 6.66920429e-02
577 1 7.85398163e-01 6.63763778e-02
578 1 7.85398163e-01 6.69563547e-02
579 1 7.85398163e-01 6.71249904e-02
580 1 7.85398163e-01 6.69794618e-02
581 1 7.85398163e-01 6.74406186e-02
582 1 7.85398163e-01 6.74314669e-02
583 1 7.85398163e-01 6.67781778e-02
584 1 7.85398163e-01 6.65310423e-02
585 1 7.85398163e-01 6.66352200e-02
586 1 7.85398163e-01 6.67518618e-02
587 1 7.85398163e-01 6.61556798e-02
588 1 7.85398163e-01 6.67122830e-02
589 1 7.85398163e-01 6.61422280e-02
590 1 7.85398163e-01 6.71353786e-02
591 1 7.85398163e-01 6.74592986e-02
592 1 7.85398163e-01 6.72389529e-02
593 1 7.85398163e-01 6.69301373e-02
594 1 7.85398163e-01 6.65963527e-02
595 1 7.85398163e-01 6.62335633e-02
596 1 7.85398163e-01 6.65222904e-02
597 1 7.85398163e-01 6.67427682e-02
598 1 7.85398163e-01 6.65809898e-02
599 1 7.85398163e-01 6.70794589e-02
600 1 7.85398163e-01 6.67712978e-02
601 1 7.85398163e-01 6.65178596e-02
602 1 7.85398163e-01 6.70872566e-02
603 1 7.85398163e-01 6.63625876e-02
604 1 7.85398163e-01 6.66902118e-02
605 1 7.85398163e-01 6.64254539e-02
606 1 7.85398163e-01 6.71624321e-02
607 1 7.85398163e-01 6.67191021e-02
608 1 7.85398163e-01 6.72603342e-02
609 1 7.85398163e-01 6.71130027e-02
610 1 7.85398163e-01 6.73257650e-02
611 1 7.85398163e-01 6.64793507e-02
612 1 7.85398163e-01 6.69298015e-02
613 1 7.85398163e-01 6.63988761e-02
614 1 7.85398163e-01 6.70640815e-02
615 1 7.85398163e-01 6.63093293e-02
616 1 7.85398163e-01 6.71185295e-02
617 1 7.85398163e-01 6.69651942e-02
618 1 7.85398163e-01 6.66045729e-02
619 1 7.85398163e-01 6.68749456e-02
620 1 7.85398163e-01 6.68939554e-02
621 1 7.85398163e-01 6.73563276e-02
622 1 7.85398163e-01 6.69895962e-02
623 1 7.85398163e-01 6.66009497e-02
624 1 7.85398163e-01 6.67867739e-02
625 1 7.85398163e-01 6.69683218e-02
626 1 7.85398163e-01 6.66926261e-02
627 1 7.85398163e-01 6.64102593e-02
628 1 7.85398163e-01 6.69865452e-02
629 1 7.85398163e-01 6.58195820e-02
630 1 7.85398163e-01 6.63852992e-02
631 1 7.85398163e-01 6.72737357e-02
