a15m310 Wilson3 pz5 0.151fm zmax5
config z nu=p.z RpITD
66 1 1.96349541e+00 9.72122696e-03
67 1 1.96349541e+00 9.89070631e-03
68 1 1.96349541e+00 9.53232484e-03
69 1 1.96349541e+00 9.46771075e-03
70 1 1.96349541e+00 1.01898639e-02
71 1 1.96349541e+00 8.97192423e-03
72 1 1.96349541e+00 9.07107644e-03
73 1 1.96349541e+00 9.80709484e-03
74 1 1.96349541e+00 9.82757628e-03
75 1 1.96349541e+00 9.41614319e-03
76 1 1.96349541e+00 1.02404370e-02
77 1 1.96349541e+00 9.72283854e-03
78 1 1.96349541e+00 9.44501739e-03
79 1 1.96349541e+00 9.09272356e-03
80 1 1.96349541e+00 9.86550300e-03
81 1 1.96349541e+00 1.01631323e-02
82 1 1.96349541e+00 9.58685077e-03
83 1 1.96349541e+00 9.52693863e-03
84 1 1.96349541e+00 9.31942153e-03
85 1 1.96349541e+00 1.02991689e-02
86 1 1.96349541e+00 9.82802294e-03
87 1 1.96349541e+00 9.58001935e-03
88 1 1.96349541e+00 1.00422026e-02
89 1 1.96349541e+00 9.66319024e-03
90 1 1.96349541e+00 9.83879082e-03
91 1 1.96349541e+00 9.93729554e-03
92 1 1.96349541e+00 9.41101929e-03
93 1 1.96349541e+00 9.93063807e-03
94 1 1.96349541e+00 1.04934358e-02
95 1 1.96349541e+00 9.82300379e-03
96 1 1.96349541e+00 9.65716359e-03
97 1 1.96349541e+00 9.76669465e-03
98 1 1.96349541e+00 1.01102081e-02
99 1 1.96349541e+00 9.74647207e-03
100 1 1.96349541e+00 9.50883826e-03
101 1 1.96349541e+00 1.01327569e-02
102 1 1.96349541e+00 9.10874215e-03
103 1 1.96349541e+00 9.23642753e-03
104 1 1.96349541e+00 1.00497262e-02
105 1 1.96349541e+00 9.91411290e-03
106 1 1.96349541e+00 8.83179644e-03
107 1 1.96349541e+00 9.91040801e-03
108 1 1.96349541e+00 9.87144531e-03
109 1 1.96349541e+00 9.73562411e-03
110 1 1.96349541e+00 9.50746893e-03
111 1 1.96349541e+00 9.47356462e-03
112 1 1.96349541e+00 9.11374346e-03
113 1 1.96349541e+00 9.60571562e-03
114 1 1.96349541e+00 9.47212261e-03
115 1 1.96349541e+00 9.87904342e-03
116 1 1.96349541e+00 9.68552260e-03
117 1 1.96349541e+00 9.45489473e-03
118 1 1.96349541e+00 9.90020431e-03
119 1 1.96349541e+00 9.44708455e-03
120 1 1.96349541e+00 9.36518064e-03
121 1 1.96349541e+00 9.81149872e-03
122 1 1.96349541e+00 9.48757304e-03
123 1 1.96349541e+00 1.03864498e-02
124 1 1.96349541e+00 9.79053424e-03
125 1 1.96349541e+00 9.93070411e-03
126 1 1.96349541e+00 9.88648782e-03
127 1 1.96349541e+00 9.29367813e-03
128 1 1.96349541e+00 9.85644554e-03
129 1 1.96349541e+00 9.52234811e-03
130 1 1.96349541e+00 9.56570762e-03
131 1 1.96349541e+00 9.21995822e-03
132 1 1.96349541e+00 9.42150408e-03
133 1 1.96349541e+00 9.32488486e-03
134 1 1.96349541e+00 9.67566571e-03
135 1 1.96349541e+00 9.46855988e-03
136 1 1.96349541e+00 9.29977037e-03
137 1 1.96349541e+00 9.90424744e-03
138 1 1.96349541e+00 1.01623785e-02
139 1 1.96349541e+00 9.19534887e-03
140 1 1.96349541e+00 9.63406064e-03
141 1 1.96349541e+00 9.99640267e-03
142 1 1.96349541e+00 1.01534712e-02
143 1 1.96349541e+00 9.50153548e-03
144 1 1.96349541e+00 9.63665919e-03
145 1 1.96349541e+00 9.71322452e-03
146 1 1.96349541e+00 1.01908635e-02
147 1 1.96349541e+00 9.57286315e-03
148 1 1.96349541e+00 9.87207430e-03
149 1 1.96349541e+00 9.55523227e-03
150 1 1.96349541e+00 9.56836175e-03
151 1 1.96349541e+00 9.69917251e-03
152 1 1.96349541e+00 9.15487124e-03
153 1 1.96349541e+00 9.31573148e-03
154 1 1.96349541e+00 9.49192616e-03
155 1 1.96349541e+00 9.35292733e-03
156 1 1.96349541e+00 1.03825337e-02
157 1 1.96349541e+00 9.89045462e-03
158 1 1.96349541e+00 1.03200562e-02
159 1 1.96349541e+00 9.59591840e-03
160 1 1.96349541e+00 9.55978073e-03
161 1 1.96349541e+00 9.73942897e-03
162 1 1.96349541e+00 9.85615749e-03
163 1 1.96349541e+00 1.02283295e-02
164 1 1.96349541e+00 9.00225931e-03
165 1 1.96349541e+00 9.44581599e-03
166 1 1.96349541e+00 1.01509046e-02
167 1 1.96349541e+00 9.50022039e-03
168 1 1.96349541e+00 9.76805536e-03
169 1 1.96349541e+00 9.67171745e-03
170 1 1.96349541e+00 9.29532779e-03
171 1 1.96349541e+00 9.51465212e-03
172 1 1.96349541e+00 9.67712892e-03
173 1 1.96349541e+00 1.04851755e-02
174 1 1.96349541e+00 1.01579745e-02
175 1 1.96349541e+00 1.00726776e-02
176 1 1.96349541e+00 1.00319220e-02
177 1 1.96349541e+00 9.79413310e-03
178 1 1.96349541e+00 9.16851180e-03
179 1 1.96349541e+00 9.97721902e-03
180 1 1.96349541e+00 9.28056417e-03
181 1 1.96349541e+00 9.59824721e-03
182 1 1.96349541e+00 9.83196475e-03
183 1 1.96349541e+00 9.58646813e-03
184 1 1.96349541e+00 9.80332641e-03
185 1 1.96349541e+00 9.39627885e-03
186 1 1.96349541e+00 9.44863242e-03
187 1 1.96349541e+00 9.08686337e-03
188 1 1.96349541e+00 9.30371997e-03
189 1 1.96349541e+00 9.44213682e-03
190 1 1.96349541e+00 9.72108902e-03
191 1 1.96349541e+00 1.00285654e-02
192 1 1.96349541e+00 9.98244384e-03
193 1 1.96349541e+00 9.66128944e-03
194 1 1.96349541e+00 9.87363174e-03
195 1 1.96349541e+00 1.01426360e-02
196 1 1.96349541e+00 9.93068078e-03
197 1 1.96349541e+00 9.83322036e-03
198 1 1.96349541e+00 9.97165216e-03
199 1 1.96349541e+00 1.00363373e-02
200 1 1.96349541e+00 9.27036497e-03
201 1 1.96349541e+00 8.95559247e-03
202 1 1.96349541e+00 9.20052894e-03
203 1 1.96349541e+00 9.41188083e-03
204 1 1.96349541e+00 9.46689087e-03
205 1 1.96349541e+00 1.04017061e-02
206 1 1.96349541e+00 9.39750037e-03
207 1 1.96349541e+00 9.31934676e-03
208 1 1.96349541e+00 9.83409235e-03
209 1 1.96349541e+00 9.86400294e-03
210 1 1.96349541e+00 9.22027803e-03
211 1 1.96349541e+00 9.86207228e-03
212 1 1.96349541e+00 9.92914896e-03
213 1 1.96349541e+00 9.23034135e-03
214 1 1.96349541e+00 9.50076802e-03
215 1 1.96349541e+00 1.06940278e-02
216 1 1.96349541e+00 9.69680673e-03
217 1 1.96349541e+00 9.54030266e-03
218 1 1.96349541e+00 1.05504928e-02
219 1 1.96349541e+00 9.78982820e-03
220 1 1.96349541e+00 9.96071494e-03
221 1 1.96349541e+00 9.92524310e-03
222 1 1.96349541e+00 9.64928378e-03
223 1 1.96349541e+00 1.07402767e-02
224 1 1.96349541e+00 8.73824465e-03
225 1 1.96349541e+00 9.76982035e-03
226 1 1.96349541e+00 9.76478674e-03
227 1 1.96349541e+00 9.49634154e-03
228 1 1.96349541e+00 9.55747051e-03
229 1 1.96349541e+00 9.86241955e-03
230 1 1.96349541e+00 9.67409221e-03
231 1 1.96349541e+00 1.00203560e-02
232 1 1.96349541e+00 9.31401675e-03
233 1 1.96349541e+00 9.50157334e-03
234 1 1.96349541e+00 9.34615459e-03
235 1 1.96349541e+00 9.09490035e-03
236 1 1.96349541e+00 9.64292279e-03
237 1 1.96349541e+00 9.86829410e-03
238 1 1.96349541e+00 9.71067707e-03
239 1 1.96349541e+00 9.63146112e-03
240 1 1.96349541e+00 1.00237933e-02
241 1 1.96349541e+00 8.96741346e-03
242 1 1.96349541e+00 9.35721686e-03
243 1 1.96349541e+00 9.63420282e-03
244 1 1.96349541e+00 9.10654217e-03
245 1 1.96349541e+00 9.05690850e-03
246 1 1.96349541e+00 9.78032065e-03
247 1 1.96349541e+00 1.00469593e-02
248 1 1.96349541e+00 9.19332913e-03
249 1 1.96349541e+00 1.00026438e-02
250 1 1.96349541e+00 9.63094896e-03
251 1 1.96349541e+00 9.53684360e-03
252 1 1.96349541e+00 1.00369775e-02
253 1 1.96349541e+00 9.53152469e-03
254 1 1.96349541e+00 9.75761217e-03
255 1 1.96349541e+00 9.69318303e-03
256 1 1.96349541e+00 1.01942730e-02
257 1 1.96349541e+00 9.23001192e-03
258 1 1.96349541e+00 9.62512566e-03
259 1 1.96349541e+00 9.86998254e-03
260 1 1.96349541e+00 9.94474570e-03
261 1 1.96349541e+00 9.34624623e-03
262 1 1.96349541e+00 9.44450503e-03
263 1 1.96349541e+00 9.19386109e-03
264 1 1.96349541e+00 9.46377932e-03
265 1 1.96349541e+00 9.94109858e-03
266 1 1.96349541e+00 8.88802387e-03
267 1 1.96349541e+00 1.03862067e-02
268 1 1.96349541e+00 9.65903236e-03
269 1 1.96349541e+00 9.44928781e-03
270 1 1.96349541e+00 9.61190888e-03
271 1 1.96349541e+00 9.46643116e-03
272 1 1.96349541e+00 9.13128478e-03
273 1 1.96349541e+00 9.01788883e-03
274 1 1.96349541e+00 9.56085177e-03
275 1 1.96349541e+00 9.95675548e-03
276 1 1.96349541e+00 1.01967217e-02
277 1 1.96349541e+00 9.63135428e-03
278 1 1.96349541e+00 1.08268674e-02
279 1 1.96349541e+00 9.98331642e-03
280 1 1.96349541e+00 9.31090035e-03
281 1 1.96349541e+00 9.33553408e-03
282 1 1.96349541e+00 9.98028261e-03
283 1 1.96349541e+00 1.09364423e-02
284 1 1.96349541e+00 8.80371995e-03
285 1 1.96349541e+00 9.65651298e-03
286 1 1.96349541e+00 9.60145995e-03
287 1 1.96349541e+00 9.17288861e-03
288 1 1.96349541e+00 9.42609050e-03
289 1 1.96349541e+00 9.11931737e-03
290 1 1.96349541e+00 9.79873132e-03
291 1 1.96349541e+00 9.69366724e-03
292 1 1.96349541e+00 9.36414885e-03
293 1 1.96349541e+00 9.72021913e-03
294 1 1.96349541e+00 9.90844203e-03
295 1 1.96349541e+00 1.01371694e-02
296 1 1.96349541e+00 9.85540639e-03
297 1 1.96349541e+00 9.73383049e-03
298 1 1.96349541e+00 1.00448222e-02
299 1 1.96349541e+00 9.19212568e-03
300 1 1.96349541e+00 1.01324871e-02
301 1 1.96349541e+00 9.41890579e-03
302 1 1.96349541e+00 9.23709578e-03
303 1 1.96349541e+00 9.75201964e-03
304 1 1.96349541e+00 9.31155824e-03
305 1 1.96349541e+00 9.33150957e-03
306 1 1.96349541e+00 9.79120230e-03
307 1 1.96349541e+00 9.58385254e-03
308 1 1.96349541e+00 9.76198295e-03
309 1 1.96349541e+00 9.36855409e-03
310 1 1.96349541e+00 1.02146861e-02
311 1 1.96349541e+00 8.76928541e-03
312 1 1.96349541e+00 9.91853986e-03
313 1 1.96349541e+00 8.91900676e-03
314 1 1.96349541e+00 1.02401759e-02
315 1 1.96349541e+00 9.89879708e-03
316 1 1.96349541e+00 9.28674020e-03
317 1 1.96349541e+00 9.61171492e-03
318 1 1.96349541e+00 9.30720258e-03
319 1 1.96349541e+00 9.61767808e-03
320 1 1.96349541e+00 9.90124859e-03
321 1 1.96349541e+00 9.62025089e-03
322 1 1.96349541e+00 9.72010611e-03
323 1 1.96349541e+00 9.73900992e-03
324 1 1.96349541e+00 9.52040814e-03
325 1 1.96349541e+00 9.88707997e-03
326 1 1.96349541e+00 9.39992704e-03
327 1 1.96349541e+00 9.73326022e-03
328 1 1.96349541e+00 9.76868015e-03
329 1 1.96349541e+00 9.17911294e-03
330 1 1.96349541e+00 9.53042833e-03
331 1 1.96349541e+00 1.01338026e-02
332 1 1.96349541e+00 1.00487281e-02
333 1 1.96349541e+00 9.83361192e-03
334 1 1.96349541e+00 9.88183629e-03
335 1 1.96349541e+00 9.70200762e-03
336 1 1.96349541e+00 9.70566457e-03
337 1 1.96349541e+00 1.02033169e-02
338 1 1.96349541e+00 9.18293559e-03
339 1 1.96349541e+00 9.64663412e-03
340 1 1.96349541e+00 9.47601806e-03
341 1 1.96349541e+00 9.29720131e-03
342 1 1.96349541e+00 9.23487685e-03
343 1 1.96349541e+00 9.54162897e-03
344 1 1.96349541e+00 8.90655209e-03
345 1 1.96349541e+00 9.97221884e-03
346 1 1.96349541e+00 9.04336570e-03
347 1 1.96349541e+00 9.18163535e-03
348 1 1.96349541e+00 9.63193559e-03
349 1 1.96349541e+00 9.79942090e-03
350 1 1.96349541e+00 9.85099051e-03
351 1 1.96349541e+00 1.02369459e-02
352 1 1.96349541e+00 9.55728066e-03
353 1 1.96349541e+00 9.72921161e-03
354 1 1.96349541e+00 9.79492597e-03
355 1 1.96349541e+00 9.94355180e-03
356 1 1.96349541e+00 1.03164968e-02
357 1 1.96349541e+00 9.94675186e-03
358 1 1.96349541e+00 9.40040315e-03
359 1 1.96349541e+00 8.99686924e-03
360 1 1.96349541e+00 9.51998008e-03
361 1 1.96349541e+00 9.65185811e-03
362 1 1.96349541e+00 9.54170688e-03
363 1 1.96349541e+00 1.04073359e-02
364 1 1.96349541e+00 9.87449038e-03
365 1 1.96349541e+00 9.69223081e-03
366 1 1.96349541e+00 9.35805022e-03
367 1 1.96349541e+00 9.98807892e-03
368 1 1.96349541e+00 9.42073128e-03
369 1 1.96349541e+00 9.92600784e-03
370 1 1.96349541e+00 9.76220530e-03
371 1 1.96349541e+00 9.27905940e-03
372 1 1.96349541e+00 1.01779744e-02
373 1 1.96349541e+00 9.71801750e-03
374 1 1.96349541e+00 9.56682120e-03
375 1 1.96349541e+00 9.04931347e-03
376 1 1.96349541e+00 9.91156548e-03
377 1 1.96349541e+00 9.59007031e-03
378 1 1.96349541e+00 1.01320612e-02
379 1 1.96349541e+00 9.42614252e-03
380 1 1.96349541e+00 9.92086427e-03
381 1 1.96349541e+00 9.66761350e-03
382 1 1.96349541e+00 9.29054146e-03
383 1 1.96349541e+00 9.04149295e-03
384 1 1.96349541e+00 9.99596849e-03
385 1 1.96349541e+00 9.75533812e-03
386 1 1.96349541e+00 9.28312774e-03
387 1 1.96349541e+00 9.71906990e-03
388 1 1.96349541e+00 9.69302936e-03
389 1 1.96349541e+00 9.73714691e-03
390 1 1.96349541e+00 1.01163206e-02
391 1 1.96349541e+00 1.01481817e-02
392 1 1.96349541e+00 9.06047260e-03
393 1 1.96349541e+00 9.96832142e-03
394 1 1.96349541e+00 1.01242144e-02
395 1 1.96349541e+00 1.02972177e-02
396 1 1.96349541e+00 9.18357204e-03
397 1 1.96349541e+00 9.59083369e-03
398 1 1.96349541e+00 9.26076662e-03
399 1 1.96349541e+00 1.01751777e-02
400 1 1.96349541e+00 9.19231688e-03
401 1 1.96349541e+00 9.22587829e-03
402 1 1.96349541e+00 9.87924822e-03
403 1 1.96349541e+00 1.04640425e-02
404 1 1.96349541e+00 8.90092345e-03
405 1 1.96349541e+00 9.21475799e-03
406 1 1.96349541e+00 9.38744322e-03
407 1 1.96349541e+00 1.00923613e-02
408 1 1.96349541e+00 1.01147481e-02
409 1 1.96349541e+00 9.04646871e-03
410 1 1.96349541e+00 9.81775854e-03
411 1 1.96349541e+00 9.36674721e-03
412 1 1.96349541e+00 9.34029752e-03
413 1 1.96349541e+00 9.34080094e-03
414 1 1.96349541e+00 9.85715012e-03
415 1 1.96349541e+00 9.90255976e-03
416 1 1.96349541e+00 9.52484388e-03
417 1 1.96349541e+00 9.38394843e-03
418 1 1.96349541e+00 9.14001675e-03
419 1 1.96349541e+00 9.84215635e-03
420 1 1.96349541e+00 9.68413867e-03
421 1 1.96349541e+00 9.96620932e-03
422 1 1.96349541e+00 9.71520734e-03
423 1 1.96349541e+00 9.47960921e-03
424 1 1.96349541e+00 9.78404326e-03
425 1 1.96349541e+00 9.52308721e-03
426 1 1.96349541e+00 9.13815562e-03
427 1 1.96349541e+00 1.01551664e-02
428 1 1.96349541e+00 9.03038196e-03
429 1 1.96349541e+00 1.04140267e-02
430 1 1.96349541e+00 1.02174874e-02
431 1 1.96349541e+00 9.47107384e-03
432 1 1.96349541e+00 1.00674101e-02
433 1 1.96349541e+00 8.85902519e-03
434 1 1.96349541e+00 9.63351395e-03
435 1 1.96349541e+00 1.00225067e-02
436 1 1.96349541e+00 9.98032232e-03
437 1 1.96349541e+00 9.70179940e-03
438 1 1.96349541e+00 1.01249187e-02
439 1 1.96349541e+00 9.92457606e-03
440 1 1.96349541e+00 9.49526145e-03
441 1 1.96349541e+00 9.93356312e-03
442 1 1.96349541e+00 9.09555896e-03
443 1 1.96349541e+00 9.25210519e-03
444 1 1.96349541e+00 9.24917493e-03
445 1 1.96349541e+00 1.02763267e-02
446 1 1.96349541e+00 9.56562045e-03
447 1 1.96349541e+00 9.14633122e-03
448 1 1.96349541e+00 9.81901928e-03
449 1 1.96349541e+00 1.02289987e-02
450 1 1.96349541e+00 9.75247721e-03
451 1 1.96349541e+00 9.91163697e-03
452 1 1.96349541e+00 9.60701478e-03
453 1 1.96349541e+00 1.01768427e-02
454 1 1.96349541e+00 9.40716648e-03
455 1 1.96349541e+00 9.15377235e-03
456 1 1.96349541e+00 9.78740237e-03
457 1 1.96349541e+00 9.82160636e-03
458 1 1.96349541e+00 9.99718302e-03
459 1 1.96349541e+00 9.44044181e-03
460 1 1.96349541e+00 9.80307516e-03
461 1 1.96349541e+00 1.00740155e-02
462 1 1.96349541e+00 9.33601889e-03
463 1 1.96349541e+00 1.01340797e-02
464 1 1.96349541e+00 9.63221474e-03
465 1 1.96349541e+00 9.92440256e-03
466 1 1.96349541e+00 9.87920311e-03
467 1 1.96349541e+00 9.86341533e-03
468 1 1.96349541e+00 9.69401183e-03
469 1 1.96349541e+00 9.44135033e-03
470 1 1.96349541e+00 9.16833283e-03
471 1 1.96349541e+00 9.35217128e-03
472 1 1.96349541e+00 9.97925524e-03
473 1 1.96349541e+00 9.69551467e-03
474 1 1.96349541e+00 9.81720222e-03
475 1 1.96349541e+00 1.03413756e-02
476 1 1.96349541e+00 1.00937328e-02
477 1 1.96349541e+00 9.68445334e-03
478 1 1.96349541e+00 1.03146351e-02
479 1 1.96349541e+00 9.96423188e-03
480 1 1.96349541e+00 9.74307705e-03
481 1 1.96349541e+00 8.96369744e-03
482 1 1.96349541e+00 9.90812472e-03
483 1 1.96349541e+00 9.86701547e-03
484 1 1.96349541e+00 9.38494999e-03
485 1 1.96349541e+00 9.19127027e-03
486 1 1.96349541e+00 9.78828985e-03
487 1 1.96349541e+00 9.18596794e-03
488 1 1.96349541e+00 9.14995995e-03
489 1 1.96349541e+00 9.73081448e-03
490 1 1.96349541e+00 9.97209074e-03
491 1 1.96349541e+00 9.92593983e-03
492 1 1.96349541e+00 9.34112216e-03
493 1 1.96349541e+00 9.55263657e-03
494 1 1.96349541e+00 9.72015667e-03
495 1 1.96349541e+00 9.65964129e-03
496 1 1.96349541e+00 9.46534563e-03
497 1 1.96349541e+00 9.45206747e-03
498 1 1.96349541e+00 9.46884216e-03
499 1 1.96349541e+00 9.91085741e-03
500 1 1.96349541e+00 9.24847237e-03
501 1 1.96349541e+00 1.00752048e-02
502 1 1.96349541e+00 9.84134527e-03
503 1 1.96349541e+00 9.91073487e-03
504 1 1.96349541e+00 9.81515575e-03
505 1 1.96349541e+00 9.65959577e-03
506 1 1.96349541e+00 9.78162075e-03
507 1 1.96349541e+00 9.77020680e-03
508 1 1.96349541e+00 9.40193840e-03
509 1 1.96349541e+00 9.15883562e-03
510 1 1.96349541e+00 9.53784360e-03
511 1 1.96349541e+00 9.39226788e-03
512 1 1.96349541e+00 1.00138747e-02
513 1 1.96349541e+00 9.25049771e-03
514 1 1.96349541e+00 9.69398843e-03
515 1 1.96349541e+00 9.92344974e-03
516 1 1.96349541e+00 9.53196433e-03
517 1 1.96349541e+00 9.46498105e-03
518 1 1.96349541e+00 1.02201388e-02
519 1 1.96349541e+00 1.01629722e-02
520 1 1.96349541e+00 1.00078656e-02
521 1 1.96349541e+00 8.92959057e-03
522 1 1.96349541e+00 9.23257780e-03
523 1 1.96349541e+00 9.40334729e-03
524 1 1.96349541e+00 9.66558999e-03
525 1 1.96349541e+00 9.86320491e-03
526 1 1.96349541e+00 1.04299159e-02
527 1 1.96349541e+00 9.97665525e-03
528 1 1.96349541e+00 9.90483428e-03
529 1 1.96349541e+00 9.80897571e-03
530 1 1.96349541e+00 9.61209081e-03
531 1 1.96349541e+00 9.64593695e-03
532 1 1.96349541e+00 8.95354238e-03
533 1 1.96349541e+00 9.73705346e-03
534 1 1.96349541e+00 1.01282446e-02
535 1 1.96349541e+00 9.53004537e-03
536 1 1.96349541e+00 9.41138180e-03
537 1 1.96349541e+00 9.47688347e-03
538 1 1.96349541e+00 9.14820963e-03
539 1 1.96349541e+00 8.93510671e-03
540 1 1.96349541e+00 9.00080039e-03
541 1 1.96349541e+00 1.00556601e-02
542 1 1.96349541e+00 1.03481389e-02
543 1 1.96349541e+00 9.43252662e-03
544 1 1.96349541e+00 9.29575590e-03
545 1 1.96349541e+00 9.61357038e-03
546 1 1.96349541e+00 9.69888588e-03
547 1 1.96349541e+00 9.53612724e-03
548 1 1.96349541e+00 9.04222028e-03
549 1 1.96349541e+00 9.81088101e-03
550 1 1.96349541e+00 9.90663321e-03
551 1 1.96349541e+00 1.01185374e-02
552 1 1.96349541e+00 8.87154435e-03
553 1 1.96349541e+00 9.91105449e-03
554 1 1.96349541e+00 9.65716666e-03
555 1 1.96349541e+00 9.40968865e-03
556 1 1.96349541e+00 9.33001761e-03
557 1 1.96349541e+00 1.01105534e-02
558 1 1.96349541e+00 9.31681001e-03
559 1 1.96349541e+00 1.03488302e-02
560 1 1.96349541e+00 9.51879777e-03
561 1 1.96349541e+00 9.64732444e-03
562 1 1.96349541e+00 9.62142364e-03
563 1 1.96349541e+00 9.68234535e-03
564 1 1.96349541e+00 9.45931172e-03
565 1 1.96349541e+00 9.79252397e-03
566 1 1.96349541e+00 1.01100881e-02
567 1 1.96349541e+00 9.72631126e-03
568 1 1.96349541e+00 9.80016477e-03
569 1 1.96349541e+00 1.04314514e-02
570 1 1.96349541e+00 9.47373340e-03
571 1 1.96349541e+00 9.46018859e-03
572 1 1.96349541e+00 1.01926163e-02
573 1 1.96349541e+00 9.85071094e-03
574 1 1.96349541e+00 9.86451126e-03
575 1 1.96349541e+00 9.80083325e-03
576 1 1.96349541e+00 9.32002345e-03
577 1 1.96349541e+00 9.66302694e-03
578 1 1.96349541e+00 9.62871651e-03
579 1 1.96349541e+00 9.61959176e-03
580 1 1.96349541e+00 1.01209554e-02
581 1 1.96349541e+00 1.00333158e-02
582 1 1.96349541e+00 9.97169516e-03
583 1 1.96349541e+00 9.81110308e-03
584 1 1.96349541e+00 9.20594656e-03
585 1 1.96349541e+00 1.01668020e-02
586 1 1.96349541e+00 9.97999030e-03
587 1 1.96349541e+00 9.64891883e-03
588 1 1.96349541e+00 9.61305369e-03
589 1 1.96349541e+00 1.03353089e-02
590 1 1.96349541e+00 9.58627751e-03
591 1 1.96349541e+00 1.05625546e-02
592 1 1.96349541e+00 9.73809921e-03
593 1 1.96349541e+00 1.01022898e-02
594 1 1.96349541e+00 1.00772035e-02
595 1 1.96349541e+00 8.49947407e-03
596 1 1.96349541e+00 9.38571414e-03
597 1 1.96349541e+00 9.45439602e-03
598 1 1.96349541e+00 9.59971068e-03
599 1 1.96349541e+00 9.92692538e-03
600 1 1.96349541e+00 9.65811651e-03
601 1 1.96349541e+00 9.26685998e-03
602 1 1.96349541e+00 9.23943562e-03
603 1 1.96349541e+00 9.29107264e-03
604 1 1.96349541e+00 9.54141392e-03
605 1 1.96349541e+00 9.47230784e-03
606 1 1.96349541e+00 1.00418971e-02
607 1 1.96349541e+00 9.25952830e-03
608 1 1.96349541e+00 1.00115309e-02
609 1 1.96349541e+00 8.74396068e-03
610 1 1.96349541e+00 9.41985544e-03
611 1 1.96349541e+00 9.86392013e-03
612 1 1.96349541e+00 9.68098407e-03
613 1 1.96349541e+00 9.76607236e-03
614 1 1.96349541e+00 9.65097802e-03
615 1 1.96349541e+00 9.76521817e-03
616 1 1.96349541e+00 1.06217904e-02
617 1 1.96349541e+00 9.07544231e-03
618 1 1.96349541e+00 9.98114674e-03
619 1 1.96349541e+00 9.70045397e-03
620 1 1.96349541e+00 9.62625780e-03
621 1 1.96349541e+00 9.30312652e-03
622 1 1.96349541e+00 9.23902913e-03
623 1 1.96349541e+00 9.97778378e-03
624 1 1.96349541e+00 9.39080890e-03
625 1 1.96349541e+00 9.59671532e-03
626 1 1.96349541e+00 9.67852801e-03
627 1 1.96349541e+00 9.46757298e-03
628 1 1.96349541e+00 9.00120403e-03
629 1 1.96349541e+00 9.84155136e-03
630 1 1.96349541e+00 9.99442292e-03
631 1 1.96349541e+00 9.19425644e-03
